GeneName,GeneID,pH7.4(control),pH4.8,5%NaCl,5mM H2O2
lmo1020,986352,0,0,0,0
lmo1021,985411,0,0,0,0
lmo1022,986610,0,0,0,0
lmo1023,985239,0,0,0,0
lmo1024,986351,0,0,0,0
lmo1025,986700,0,0,0,0
lmo1026,986902,0,0,0,0
lmo1027,986344,0,0,0,0
lmo1028,986595,0,0,0,0
lmo1029,986340,0,0,0,0
lmo1030,986852,0,0,0,0
lmo1031,986327,0,0,0,0
lmo1032,986336,0,0,0,0
lmo1033,986331,0,0,0,0
lmo1034,986330,0,0,0,0
lmo1035,985245,0,0,0,0
lmo1036,984797,0,0,0,0
lmo1037,985124,0,0,0,0
lmo1038,986325,0,0,0,0
lmo1039,986741,0,0,0,0
lmo1040,986321,0,0,0,0
lmo1041,986319,0,0,0,0
lmo1042,986318,0,0,0,0
lmo1043,986316,0,0,0,0
lmo1044,986188,0,0,0,0
lmo1045,985638,0,0,0,0
moaC,986305,0,0,0,0
moaA,984816,0,0,0,0
lmo1048,986817,0,0,0,0
lmo1049,986477,0,0,0,0
lmo1050,986511,0,0,0,0
def,986625,0,0,0,0
pdhA,986808,0,0,0,0
PdhB,984409,0,0,0,0
pdhC,986301,0,0,0,0
PdhD,986542,0,0,0,0
lmo1056,986297,0,0,0,0
lmo1057,986824,0,0,0,0
lmo1058,986292,0,0,0,0
lmo1059,984717,0,0,0,0
lmo1060,984788,0,0,0,0
lmo1061,986289,0,0,0,0
lmo1062,986633,0,0,0,0
lmo1063,986288,0,0,0,0
lmo1064,986286,0,0,0,0
lmo1065,984607,0,0,0,0
lmo1066,986059,0,0,0,0
lmo1067,986279,0,0,0,0
lmo1068,985811,0,0,0,0
lmo1069,986276,0,0,0,0
lmo1070,986295,0,0,0,0
lmo1071,986183,0,0,0,0
pycA,986269,0,0,0,0
lmo1073,986508,0,0,0,0
lmo1074,986267,0,0,0,0
lmo1075,986506,0,0,0,0
lmo1076,986264,0,0,0,0
lmo1077,986263,0,0,0,0
lmo1078,984367,0,0,0,0
lmo1079,986262,0,0,0,0
lmo1080,986254,0,0,0,0
lmo1081,986258,0,0,0,0
lmo1082,986259,0,0,0,0
lmo1083,986257,0,0,0,0
lmo1084,986256,0,0,0,0
lmo1085,986253,0,0,0,0
ispD,986270,0,0,0,0
lmo1087,985892,0,0,0,0
tagB,986255,0,0,0,0
tagD,986249,0,0,0,0
lmo1090,986248,0,0,0,0
lmo1091,986251,0,0,0,0
lmo1092,986245,0,0,0,0
nadE,986246,0,0,0,0
lmo1094,986243,0,0,0,0
lmo1095,986241,0,0,0,0
guaA,986238,0,0,0,0
lmo1097,986237,0,0,0,0
lmo1098,986233,0,0,0,0
lmo1099,986219,0,0,0,0
cadA,986725,0,0,0,0
lmo1101,986228,0,0,0,0
lmo1102,987644,0,0,0,0
lmo1103,986226,0,0,0,0
lmo1104,986227,0,0,0,0
lmo1105,986240,0,0,0,0
lmo1106,986235,0,0,0,0
lmo1107,986244,0,0,0,0
lmo1108,986222,0,0,0,0
lmo1109,986220,0,0,0,0
lmo1110,986532,0,0,0,0
lmo1111,986218,0,0,0,0
lmo1112,986216,0,0,0,0
lmo1113,986214,0,0,0,0
lmo1114,986213,0,0,0,0
lmo1115,986211,0,0,0,0
lmo1116,986570,0,0,0,0
lmo1117,986210,0,0,0,0
lmo1118,986207,0,0,0,0
lmo1119,985160,0,0,0,0
lmo1120,986206,0,0,0,0
lmo1121,986205,0,0,0,0
lmo1122,986203,0,0,0,0
lmo1123,986204,0,0,0,0
lmo1124,986198,0,0,0,0
lmo1125,986200,0,0,0,0
lmo1126,986193,0,0,0,0
lmo1127,986196,0,0,0,0
lmo1128,985150,0,0,0,0
lmo1129,986195,0,0,0,0
lmo1130,985135,0,0,0,0
lmo1131,986529,0,0,0,0
lmo1132,986192,0,0,0,0
lmo1133,986234,0,0,0,0
lmo1134,986190,0,0,0,0
lmo1135,986189,0,0,0,0
lmo1136,986166,0,0,0,0
lmo1137,986423,0,0,0,0
lmo1138,987656,0,0,0,0
lmo1139,986182,0,0,0,0
lmo1140,986180,0,0,0,0
lmo1141,986179,0,0,0,0
lmo1142,986177,0,0,0,0
lmo1143,986169,0,0,0,0
lmo1144,986310,0,0,0,0
lmo1145,986160,0,0,0,0
lmo1146,986162,0,0,0,0
lmo1147,986161,0,0,0,0
lmo1148,986158,0,0,0,0
lmo1149,986156,0,0,0,0
lmo1150,986159,0,0,0,0
lmo1151,986164,0,0,0,0
lmo1152,986154,0,0,0,0
lmo1153,986155,0,0,0,0
lmo1154,986151,0,0,0,0
lmo1155,986153,0,0,0,0
lmo1156,986150,0,0,0,0
lmo1157,986152,0,0,0,0
lmo1158,986149,0,0,0,0
lmo1159,986147,0,0,0,0
lmo1160,986142,0,0,0,0
lmo1161,986144,0,0,0,0
lmo1162,986141,0,0,0,0
lmo1163,986140,0,0,0,0
lmo1164,986139,0,0,0,0
lmo1165,986133,0,0,0,0
lmo1166,986134,0,0,0,0
glpF,986131,0,0,0,0
AckA2,986132,0,0,0,0
cobD,986129,0,0,0,0
lmo1170,986128,0,0,0,0
pduQ,986125,0,0,0,0
lmo1172,986126,0,0,0,0
lmo1173,986122,0,0,0,0
eutA,986123,0,0,0,0
eutB,986127,0,0,0,0
eutC,986120,0,0,0,0
lmo1177,986121,0,0,0,0
lmo1178,986118,0,0,0,0
lmo1179,986119,0,0,0,0
lmo1180,986115,0,0,0,0
lmo1181,986116,0,0,0,0
lmo1182,986114,0,0,0,0
lmo1183,986117,0,0,0,0
lmo1184,986113,0,0,0,0
lmo1185,986110,0,0,0,0
lmo1186,986111,0,0,0,0
lmo1187,986106,0,0,0,0
lmo1188,986112,0,0,0,0
lmo1189,986109,0,0,0,0
lmo1190,986103,0,0,0,0
cbiA,986099,0,0,0,0
cobD,986098,0,0,0,0
cbiC,986096,0,0,0,0
cbiD,986097,0,0,0,0
cbiE,986100,0,0,0,0
lmo1196,986101,0,0,0,0
cbiF,986091,0,0,0,0
cbiG,986089,0,0,0,0
cbiH,986093,0,0,0,0
lmo1200,986085,0,0,0,0
lmo1201,986081,0,0,0,0
cbiK,986086,0,0,0,0
cbiL,986075,0,0,0,0
lmo1204,984567,0,0,0,0
lmo1205,986083,0,0,0,0
cbiQ,986065,0,0,0,0
lmo1207,986074,0,0,0,0
cbiP,986064,0,0,0,0
lmo1209,986058,0,0,0,0
lmo1210,986061,0,0,0,0
lmo1211,986063,0,0,0,0
lmo1212,986143,0,0,0,0
lmo1213,986048,0,0,0,0
lmo1214,986223,0,0,0,0
lmo1215,986221,0,0,0,0
lmo1216,986054,0,0,0,0
lmo1217,986057,0,0,0,0
lmo1218,986185,0,0,0,0
lmo1219,986049,0,0,0,0
lmo1220,986047,0,0,0,0
pheS,986046,0,0,0,0
pheT,986682,0,0,0,0
lmo1223,986045,0,0,0,0
lmo1224,986043,0,0,0,0
lmo1225,986044,0,0,0,0
lmo1226,986040,0,0,0,0
lmo1227,986857,0,0,0,0
rnhC,987663,0,0,0,0
lmo1229,985608,0,0,0,0
lmo1230,986037,0,0,0,0
lmo1231,986038,0,0,0,0
lmo1232,986039,0,0,0,0
trxA,986032,0,0,0,0
uvrC,986033,0,0,0,0
lmo1235,986030,0,0,0,0
lmo1236,986036,0,0,0,0
racE,986027,0,0,0,0
rph,986029,0,0,0,0
lmo1239,986028,0,0,0,0
lmo1240,986025,0,0,0,0
lmo1241,986024,0,0,0,0
lmo1242,986021,0,0,0,0
lmo1243,986018,0,0,0,0
lmo1244,986020,0,0,0,0
lmo1245,986013,0,0,0,0
lmo1246,986011,0,0,0,0
lmo1247,986014,0,0,0,0
lmo1248,986009,0,0,0,0
lmo1249,986015,0,0,0,0
lmo1250,986007,0,0,0,0
lmo1251,986006,0,0,0,0
lmo1252,986005,0,0,0,0
lmo1253,984383,0,0,0,0
lmo1254,986004,0,0,0,0
lmo1255,986002,0,0,0,0
lmo1256,985998,0,0,0,0
lmo1257,985997,0,0,0,0
lmo1258,985992,0,0,0,0
proA,985995,0,0,0,0
proB,985996,0,0,0,0
lmo1261,985993,0,0,0,0
lmo1262,985990,0,0,0,0
lmo1263,985085,0,0,0,0
lmo1264,985081,0,0,0,0
lmo1265,985747,0,0,0,0
lmo1266,985084,0,0,0,0
tig,985096,0,0,0,0
clpX,985086,0,0,0,0
lmo1269,985087,0,0,0,0
lmo1270,985113,0,0,0,0
lmo1271,985089,0,0,0,0
rbgA,985097,0,0,0,0
rnhB,985073,0,0,0,0
lmo1274,987273,0,0,0,0
topA,985095,0,0,0,0
gid,985107,0,0,0,0
codV,985098,0,0,0,0
clpQ,985099,0,0,0,0
hslU,985103,0,0,0,0
codY,985108,0,0,0,0
lmo1281,985105,0,0,0,0
lmo1282,985101,0,0,0,0
lmo1283,985110,0,0,0,0
lmo1284,986559,0,0,0,0
lmo1285,985138,0,0,0,0
parE,987287,0,0,0,0
parC,985091,0,0,0,0
lmo1288,987285,0,0,0,0
lmo1289,987289,0,0,0,0
lmo1290,985114,0,0,0,0
lmo1291,985119,0,0,0,0
lmo1292,985112,0,0,0,0
glpD,985350,0,0,0,0
miaA,985128,0,0,0,0
lmo1295,985120,0,0,0,0
lmo1296,985125,0,0,0,0
lmo1297,985127,0,0,0,0
glnR,985126,0,0,0,0
glnA,985115,0,0,0,0
lmo1300,985130,0,0,0,0
lmo1301,985134,0,0,0,0
lmo1302,985139,0,0,0,0
lmo1303,987680,0,0,0,0
lmo1304,987682,0,0,0,0
tkt,987681,0,0,0,0
lmo1306,987683,0,0,0,0
lmo1307,987685,0,0,0,0
lmo1308,987687,0,0,0,0
lmo1309,987686,0,0,0,0
lmo1310,987688,0,0,0,0
lmo1311,987689,0,0,0,0
lmo1312,987691,0,0,0,0
pyrH,987690,0,0,0,0
frr,987693,0,0,0,0
lmo1315,987694,0,0,0,0
cdsA,987695,0,0,0,0
lmo1317,987697,0,0,0,0
lmo1318,987698,0,0,0,0
proS,987699,0,0,0,0
polC,987700,0,0,0,0
lmo1321,987701,0,0,0,0
nusA,987702,0,0,0,0
lmo1323,987703,0,0,0,0
lmo1324,987705,0,0,0,0
infB,987704,0,0,0,0
lmo1326,987708,0,0,0,0
rbfA,987713,0,0,0,0
truB,987709,0,0,0,0
ribC,987710,0,0,0,0
rpsO,987711,0,0,0,0
pnpA,987712,0,0,0,0
lmo1332,987715,0,0,0,0
lmo1333,987717,0,0,0,0
lmo1334,987718,0,0,0,0
rpmG,987719,0,0,0,0
lmo1336,987720,0,0,0,0
lmo1337,987722,0,0,0,0
lmo1338,987721,0,0,0,0
lmo1339,987723,0,0,0,0
lmo1340,987724,0,0,0,0
lmo1341,987725,0,0,0,0
lmo1342,987728,0,0,0,0
lmo1343,987726,0,0,0,0
lmo1344,987731,0,0,0,0
lmo1345,987732,0,0,0,0
comGB,987733,0,0,0,0
comGA,987735,0,0,0,0
gcvT,987736,0,0,0,0
lmo1349,987737,0,0,0,0
lmo1350,987740,0,0,0,0
lmo1351,987739,0,0,0,0
lmo1352,987741,0,0,0,0
lmo1353,987743,0,0,0,0
lmo1354,987742,0,0,0,0
efp,987744,0,0,0,0
lmo1356,987128,0,0,0,0
lmo1357,987387,0,0,0,0
lmo1358,987881,0,0,0,0
nusB,987880,0,0,0,0
folD,987879,0,0,0,0
xseA,987878,0,0,0,0
lmo1362,987876,0,0,0,0
lmo1363,987873,0,0,0,0
cspL,987871,0,0,0,0
tktB,987660,0,0,0,0
lmo1366,986969,0,0,0,0
lmo1367,987665,0,0,0,0
recN,987672,0,0,0,0
lmo1369,986887,0,0,0,0
lmo1370,987676,0,0,0,0
lmo1371,987674,0,0,0,0
lmo1372,987855,0,0,0,0
lmo1373,987859,0,0,0,0
lmo1374,987858,0,0,0,0
lmo1375,987853,0,0,0,0
lmo1376,987851,0,0,0,0
lisR,987849,0,0,0,0
lisK,987844,0,0,0,0
lmo1379,987847,0,0,0,0
lmo1380,987834,0,0,0,0
lmo1381,987841,0,0,0,0
lmo1382,987840,0,0,0,0
lmo1383,987838,0,0,0,0
lmo1384,987831,0,0,0,0
lmo1385,987832,0,0,0,0
lmo1386,987830,0,0,0,0
lmo1387,987829,0,0,0,0
tcsA,984815,0,0,0,0
lmo1389,984826,0,0,0,0
lmo1390,984893,0,0,0,0
lmo1391,986482,0,0,0,0
lmo1392,986324,0,0,0,0
lmo1393,986760,0,0,0,0
lmo1394,984737,0,0,0,0
lmo1395,986796,0,0,0,0
lmo1396,985296,0,0,0,0
cinA,987615,0,0,0,0
recA,984485,0,0,0,0
lmo1399,984906,0,0,0,0
lmo1400,986455,0,0,0,0
lmo1401,986807,0,0,0,0
lmo1402,986490,0,0,0,0
mutS,985419,0,0,0,0
mutL,986410,0,0,0,0
lmo1405,986841,0,0,0,0
pflB,986171,0,0,0,0
pflC,986485,0,0,0,0
lmo1408,986462,0,0,0,0
lmo1409,986419,0,0,0,0
lmo1410,986496,0,0,0,0
lmo1411,987025,0,0,0,0
lmo1412,986461,0,0,0,0
lmo1413,986489,0,0,0,0
lmo1414,986819,0,0,0,0
lmo1415,986439,0,0,0,0
lmo1416,986348,0,0,0,0
lmo1417,986745,0,0,0,0
lmo1418,986995,0,0,0,0
lmo1419,986497,0,0,0,0
murB,984666,0,0,0,0
lmo1421,984736,0,0,0,0
lmo1422,986774,0,0,0,0
lmo1423,986759,0,0,0,0
lmo1424,986818,0,0,0,0
opuCD,984750,0,0,0,0
opuCC,986463,0,0,0,0
opuCB,985838,0,0,0,0
opuCA,987882,0,0,0,0
lmo1429,986347,0,0,0,0
lmo1430,985738,0,0,0,0
lmo1431,986756,0,0,0,0
lmo1432,986495,0,0,0,0
lmo1433,985502,0,0,0,0
lmo1434,984605,0,0,0,0
dapA,986494,0,0,0,0
lmo1436,986483,0,0,0,0
lmo1437,986492,0,0,0,0
lmo1438,986843,0,0,0,0
sod,986791,0,0,0,0
lmo1440,986499,0,0,0,0
ispG,986437,0,0,0,0
lmo1442,986764,0,0,0,0
lmo1443,986175,0,0,0,0
lmo1444,986457,0,0,0,0
zurR,986176,0,0,0,0
zurM,986990,0,0,0,0
zurA,986711,0,0,0,0
lmo1448,986727,0,0,0,0
lmo1449,984467,0,0,0,0
lmo1450,987133,0,0,0,0
ispH,987625,0,0,0,0
lmo1452,986883,0,0,0,0
lmo1453,984399,0,0,0,0
rpoD,984456,0,0,0,0
dnaG,986564,0,0,0,0
lmo1456,986822,0,0,0,0
lmo1457,987875,0,0,0,0
glyS,987668,0,0,0,0
glyQ,986742,0,0,0,0
recO,987669,0,0,0,0
lmo1461,987662,0,0,0,0
era,987664,0,0,0,0
lmo1463,987666,0,0,0,0
lmo1464,987671,0,0,0,0
lmo1465,987827,0,0,0,0
lmo1466,987828,0,0,0,0
lmo1467,986679,0,0,0,0
lmo1468,987837,0,0,0,0
rpsU,987865,0,0,0,0
lmo1470,986707,0,0,0,0
prmA,985409,0,0,0,0
dnaJ,987063,0,0,0,0
dnaK,986290,0,0,0,0
grpE,986715,0,0,0,0
hrcA,986933,0,0,0,0
hemN,986959,0,0,0,0
lmo1477,986668,0,0,0,0
lmo1478,986291,0,0,0,0
lepA,986365,0,0,0,0
rpsT,986932,0,0,0,0
holA,986943,0,0,0,0
comEC,987002,0,0,0,0
comEB,986960,0,0,0,0
comEA,986981,0,0,0,0
lmo1485,987000,0,0,0,0
lmo1486,986988,0,0,0,0
lmo1487,986903,0,0,0,0
nadD,986963,0,0,0,0
lmo1489,986948,0,0,0,0
lmo1490,986965,0,0,0,0
lmo1491,986978,0,0,0,0
lmo1492,986939,0,0,0,0
lmo1493,986970,0,0,0,0
lmo1494,986944,0,0,0,0
lmo1495,986966,0,0,0,0
greA,986962,0,0,0,0
udk,986986,0,0,0,0
lmo1498,986934,0,0,0,0
lmo1499,987003,0,0,0,0
lmo1500,986971,0,0,0,0
lmo1501,987755,0,0,0,0
lmo1502,986975,0,0,0,0
lmo1503,987746,0,0,0,0
alaS,987749,0,0,0,0
lmo1505,987751,0,0,0,0
lmo1506,987750,0,0,0,0
lmo1507,987756,0,0,0,0
lmo1508,987753,0,0,0,0
lmo1509,987759,0,0,0,0
lmo1510,987762,0,0,0,0
lmo1511,987758,0,0,0,0
mnmA,987757,0,0,0,0
lmo1513,987764,0,0,0,0
lmo1514,987768,0,0,0,0
lmo1515,987766,0,0,0,0
lmo1516,987771,0,0,0,0
lmo1517,987779,0,0,0,0
lmo1518,987772,0,0,0,0
aspS,987778,0,0,0,0
hisS,987781,0,0,0,0
lmo1521,987780,0,0,0,0
lmo1522,987785,0,0,0,0
relA,987788,0,0,0,0
apt,987786,0,0,0,0
lmo1525,987789,0,0,0,0
lmo1526,987791,0,0,0,0
lmo1527,987793,0,0,0,0
lmo1528,987797,0,0,0,0
lmo1529,987799,0,0,0,0
tgt,987798,0,0,0,0
queA,987806,0,0,0,0
ruvB,987802,0,0,0,0
ruvA,987805,0,0,0,0
lmo1534,987808,0,0,0,0
lmo1535,987810,0,0,0,0
lmo1536,987813,0,0,0,0
obgE,987811,0,0,0,0
glpK,987807,0,0,0,0
lmo1539,987817,0,0,0,0
rpmA,987815,0,0,0,0
lmo1541,987818,0,0,0,0
rplU,987770,0,0,0,0
lmo1543,987819,0,0,0,0
minD,987814,0,0,0,0
minC,987769,0,0,0,0
mreD,986901,0,0,0,0
mreC,986941,0,0,0,0
mreB,986954,0,0,0,0
radC,986979,0,0,0,0
comC,986994,0,0,0,0
folC,986919,0,0,0,0
valS,986904,0,0,0,0
hemL,986918,0,0,0,0
hemB,986926,0,0,0,0
hemD,986929,0,0,0,0
hemC,986927,0,0,0,0
hemA,986920,0,0,0,0
engB,986915,0,0,0,0
thrS,986974,0,0,0,0
dnaI,986905,0,0,0,0
dnaB,986991,0,0,0,0
nrdR,986952,0,0,0,0
coaE,986899,0,0,0,0
mutM,986950,0,0,0,0
polA,986949,0,0,0,0
citC,986955,0,0,0,0
citZ,986909,0,0,0,0
lmo1568,986923,0,0,0,0
fxsA,986906,0,0,0,0
pykA,986914,0,0,0,0
pfkA,986951,0,0,0,0
accA,986992,0,0,0,0
accD,986998,0,0,0,0
dnaE,986993,0,0,0,0
lmo1575,986973,0,0,0,0
lmo1576,986987,0,0,0,0
lmo1577,986999,0,0,0,0
lmo1578,986985,0,0,0,0
lmo1579,986945,0,0,0,0
lmo1580,986961,0,0,0,0
ackA,986937,0,0,0,0
lmo1582,986947,0,0,0,0
tpx,987763,0,0,0,0
lmo1584,986942,0,0,0,0
lmo1585,987795,0,0,0,0
ppnK,987765,0,0,0,0
argF,987773,0,0,0,0
argD,984620,0,0,0,0
argB,987804,0,0,0,0
argJ,984450,0,0,0,0
argC,984694,0,0,0,0
lmo1592,986418,0,0,0,0
lmo1593,985205,0,0,0,0
lmo1594,986850,0,0,0,0
lmo1595,986055,0,0,0,0
rpsD,985744,0,0,0,0
lmo1597,984705,0,0,0,0
tyrS,985752,0,0,0,0
ccpA,985748,0,0,0,0
aroA,985307,0,0,0,0
lmo1601,985749,0,0,0,0
lmo1602,985745,0,0,0,0
lmo1603,985743,0,0,0,0
lmo1604,985746,0,0,0,0
murC,985741,0,0,0,0
lmo1606,985737,0,0,0,0
pheT,985742,0,0,0,0
lmo1608,986017,0,0,0,0
lmo1609,985740,0,0,0,0
lmo1610,985734,0,0,0,0
lmo1611,985736,0,0,0,0
lmo1612,985731,0,0,0,0
lmo1613,985723,0,0,0,0
lmo1614,985733,0,0,0,0
trmB,985730,0,0,0,0
lmo1616,985729,0,0,0,0
lmo1617,985727,0,0,0,0
lmo1618,985724,0,0,0,0
daaA,985722,0,0,0,0
lmo1620,985721,0,0,0,0
lmo1621,985720,0,0,0,0
lmo1622,985726,0,0,0,0
lmo1623,985719,0,0,0,0
lmo1624,985718,0,0,0,0
lmo1625,985717,0,0,0,0
lmo1626,985552,0,0,0,0
trpA,985711,0,0,0,0
trpB,985710,0,0,0,0
trpF,985716,0,0,0,0
trpC,985709,0,0,0,0
trpD,985706,0,0,0,0
trpG,985715,0,0,0,0
trpE,985705,0,0,0,0
lmo1634,985703,0,0,0,0
lmo1635,985702,0,0,0,0
lmo1636,985701,0,0,0,0
lmo1637,985693,0,0,0,0
lmo1638,985696,0,0,0,0
lmo1639,985691,0,0,0,0
lmo1640,985692,0,0,0,0
citB,985689,0,0,0,0
lmo1642,985687,0,0,0,0
lmo1643,985686,0,0,0,0
lmo1644,985681,0,0,0,0
lmo1645,985688,0,0,0,0
lmo1646,985682,0,0,0,0
lmo1647,985684,0,0,0,0
lmo1648,985680,0,0,0,0
lmo1649,985678,0,0,0,0
lmo1650,985591,0,0,0,0
lmo1651,985677,0,0,0,0
lmo1652,985675,0,0,0,0
lmo1653,985674,0,0,0,0
lmo1654,985673,0,0,0,0
lmo1655,985665,0,0,0,0
lmo1656,985594,0,0,0,0
tsf,985671,0,0,0,0
rpsB,985326,0,0,0,0
lmo1659,985672,0,0,0,0
leuS,985669,0,0,0,0
lmo1661,985668,0,0,0,0
lmo1662,985666,0,0,0,0
ansB,985663,0,0,0,0
metK,985664,0,0,0,0
lmo1665,985662,0,0,0,0
lmo1666,985661,0,0,0,0
lmo1667,985660,0,0,0,0
lmo1668,985659,0,0,0,0
lmo1669,985657,0,0,0,0
lmo1670,985658,0,0,0,0
lmo1671,985656,0,0,0,0
menE,985655,0,0,0,0
menB,985651,0,0,0,0
lmo1674,985652,0,0,0,0
menD,985654,0,0,0,0
menF,985649,0,0,0,0
lmo1677,985647,0,0,0,0
lmo1678,985643,0,0,0,0
lmo1679,985644,0,0,0,0
lmo1680,985641,0,0,0,0
lmo1681,985640,0,0,0,0
lmo1682,985646,0,0,0,0
lmo1683,985632,0,0,0,0
lmo1684,985633,0,0,0,0
gsaB,985629,0,0,0,0
lmo1686,985630,0,0,0,0
lmo1687,985631,0,0,0,0
lmo1688,985625,0,0,0,0
lmo1689,985627,0,0,0,0
lmo1690,985626,0,0,0,0
lmo1691,985623,0,0,0,0
lmo1692,985622,0,0,0,0
recX,985620,0,0,0,0
lmo1694,985624,0,0,0,0
lmo1695,985618,0,0,0,0
lmo1696,985619,0,0,0,0
lmo1697,985615,0,0,0,0
lmo1698,985612,0,0,0,0
lmo1699,985617,0,0,0,0
lmo1700,985611,0,0,0,0
lmo1701,985610,0,0,0,0
lmo1702,985982,0,0,0,0
lmo1703,985603,0,0,0,0
lmo1704,985606,0,0,0,0
lmo1705,985607,0,0,0,0
lmo1706,985609,0,0,0,0
lmo1707,985604,0,0,0,0
lmo1708,985601,0,0,0,0
lmo1709,985602,0,0,0,0
lmo1710,985600,0,0,0,0
lmo1711,985599,0,0,0,0
lmo1712,985590,0,0,0,0
lmo1713,985588,0,0,0,0
lmo1714,985595,0,0,0,0
lmo1715,985568,0,0,0,0
lmo1716,985587,0,0,0,0
lmo1717,985593,0,0,0,0
lmo1718,985442,0,0,0,0
lmo1719,986671,0,0,0,0
lmo1720,986877,0,0,0,0
lmo1721,985585,0,0,0,0
lmo1722,985584,0,0,0,0
lmo1723,985582,0,0,0,0
lmo1724,986662,0,0,0,0
lmo1725,985573,0,0,0,0
lmo1726,985614,0,0,0,0
lmo1727,986088,0,0,0,0
lmo1728,985695,0,0,0,0
lmo1729,985699,0,0,0,0
lmo1730,985575,0,0,0,0
lmo1731,985577,0,0,0,0
lmo1732,985574,0,0,0,0
gltD,984552,0,0,0,0
lmo1734,986573,0,0,0,0
gltC,985367,0,0,0,0
lmo1736,986571,0,0,0,0
lmo1737,985567,0,0,0,0
lmo1738,985565,0,0,0,0
lmo1739,985571,0,0,0,0
lmo1740,985563,0,0,0,0
lmo1741,985955,0,0,0,0
adeC,985560,0,0,0,0
lmo1743,986834,0,0,0,0
lmo1744,985378,0,0,0,0
lmo1745,985561,0,0,0,0
lmo1746,985569,0,0,0,0
lmo1747,985559,0,0,0,0
lmo1748,986669,0,0,0,0
lmo1749,986346,0,0,0,0
lmo1750,985557,0,0,0,0
lmo1751,985554,0,0,0,0
lmo1752,985556,0,0,0,0
lmo1753,985555,0,0,0,0
gatB,985551,0,0,0,0
gatA,985546,0,0,0,0
gatC,985549,0,0,0,0
lmo1757,987885,0,0,0,0
ligA,985988,0,0,0,0
pcrA,985986,0,0,0,0
lmo1760,985989,0,0,0,0
lmo1761,985984,0,0,0,0
lmo1762,985983,0,0,0,0
lmo1763,985981,0,0,0,0
purD,985980,0,0,0,0
purH,985977,0,0,0,0
purN,985978,0,0,0,0
purM,985975,0,0,0,0
purF,985974,0,0,0,0
purQ,985972,0,0,0,0
purL,985306,0,0,0,0
lmo1771,985970,0,0,0,0
purC,985969,0,0,0,0
purB,985967,0,0,0,0
purK,985968,0,0,0,0
purE,985964,0,0,0,0
lmo1776,985962,0,0,0,0
lmo1777,985957,0,0,0,0
lmo1778,985960,0,0,0,0
lmo1779,985954,0,0,0,0
lmo1780,985952,0,0,0,0
lmo1781,985951,0,0,0,0
lmo1782,985950,0,0,0,0
rplT,985949,0,0,0,0
rpmI,985946,0,0,0,0
infC,985947,0,0,0,0
inlC,985945,0,0,0,0
rplS,985943,0,0,0,0
lmo1788,985948,0,0,0,0
lmo1789,985940,0,0,0,0
lmo1790,985953,0,0,0,0
lmo1791,985939,0,0,0,0
trmD,985936,0,0,0,0
rimM,985937,0,0,0,0
lmo1794,985935,0,0,0,0
lmo1795,985941,0,0,0,0
lmo1796,985933,0,0,0,0
rpsP,985931,0,0,0,0
lmo1798,985932,0,0,0,0
lmo1799,985930,0,0,0,0
lmo1800,985934,0,0,0,0
ffh,985929,0,0,0,0
lmo1802,985927,0,0,0,0
lmo1803,985925,0,0,0,0
smc,985926,0,0,0,0
rnc,985924,0,0,0,0
acpP,986035,0,0,0,0
fabG,985923,0,0,0,0
fabD,985921,0,0,0,0
plsX,985913,0,0,0,0
lmo1810,985918,0,0,0,0
lmo1811,985917,0,0,0,0
lmo1812,985916,0,0,0,0
lmo1813,985914,0,0,0,0
lmo1814,985909,0,0,0,0
lmo1815,985911,0,0,0,0
rpmB,985895,0,0,0,0
lmo1817,985910,0,0,0,0
lmo1818,985908,0,0,0,0
lmo1819,985912,0,0,0,0
lmo1820,985900,0,0,0,0
lmo1821,985901,0,0,0,0
lmo1822,985898,0,0,0,0
fmt,985899,0,0,0,0
priA,985890,0,0,0,0
lmo1825,985891,0,0,0,0
rpoZ,985894,0,0,0,0
gmk,985464,0,0,0,0
lmo1828,985886,0,0,0,0
lmo1829,985887,0,0,0,0
lmo1830,984389,0,0,0,0
pyrE,985882,0,0,0,0
pyrF,985880,0,0,0,0
pyrD,985875,0,0,0,0
pyrDII,985877,0,0,0,0
carB,985876,0,0,0,0
pyrAa,985872,0,0,0,0
pyrC,985870,0,0,0,0
pyrB,985866,0,0,0,0
pyrP,985867,0,0,0,0
pyrR,985861,0,0,0,0
lmo1841,985862,0,0,0,0
lmo1842,985864,0,0,0,0
lmo1843,985856,0,0,0,0
lspA,985858,0,0,0,0
lmo1845,985860,0,0,0,0
lmo1846,985857,0,0,0,0
lmo1847,985848,0,0,0,0
lmo1848,985850,0,0,0,0
lmo1849,985851,0,0,0,0
lmo1850,985846,0,0,0,0
lmo1851,985844,0,0,0,0
lmo1852,985843,0,0,0,0
lmo1853,985841,0,0,0,0
lmo1854,985840,0,0,0,0
lmo1855,985842,0,0,0,0
deoD,985839,0,0,0,0
lmo1857,985942,0,0,0,0
lmo1858,985865,0,0,0,0
lmo1859,985834,0,0,0,0
lmo1860,985835,0,0,0,0
lmo1861,985831,0,0,0,0
lmo1862,985832,0,0,0,0
lmo1863,985833,0,0,0,0
lmo1864,985830,0,0,0,0
lmo1865,985828,0,0,0,0
lmo1866,985829,0,0,0,0
lmo1867,985826,0,0,0,0
lmo1868,986136,0,0,0,0
lmo1869,985825,0,0,0,0
